CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC
H0KS01123,"MANN, TRACEY ROBERT",REP,2010,KS,H,1,O,P,C00460659
H0KS02147,"KOCH, THOMAS NEIL",DEM,2010,KS,H,2,C,N,C00482141
H0KS03053,"COLYER, JEFFREY",REP,2002,KS,H,3,C,P,C00346858
H0KS03137,"YODER, KEVIN",REP,2014,KS,H,3,I,C,C00472365
H0KS03145,"MCPHERSON, CRAIG",REP,2010,KS,H,3,O,P,C00475574
H0KS03152,"OHARA, CHARLOTTE IRENE",REP,2010,KS,H,3,O,N,C00475715
H0KS03178,"TALBERT, JASMIN",LIB,2010,KS,H,3,O,N,C00480129
H0KS03194,"MALONE, JERRY M",REP,2010,KS,H,3,O,N,C00483073
H0KS04051,"POMPEO, MICHAEL R",REP,2014,KS,H,4,I,C,C00460402
H0KS04077,"GOYLE, RAJ",DEM,2010,KS,H,4,O,P,C00464735
H0KS04101,"TILLMAN, ROBERT LEON",DEM,2012,KS,H,4,C,P,C00521344
H0KY03226,"WICKER, SCOTT BROOKS JR",REP,2012,KY,H,3,C,P,C00505149
H0KY04059,"THONEY, ROGER NEIL",REP,2002,KY,H,4,C,P,C00354365
H0KY05015,"ROGERS, HAROLD D",REP,2014,KY,H,5,I,C,C00116632
H0KY05130,"PRINCE, DAVID",DEM,2010,KY,H,5,C,N,C00474429
H0KY06104,"BARR, GARLAND ANDY",REP,2014,KY,H,6,I,C,C00467571
H0LA01087,"SCALISE, STEVE MR.",REP,2014,LA,H,1,I,C,C00394957
H0LA02119,"JEFFERSON, WILLIAM J.",DEM,2008,LA,H,2,C,P,C00251348
H0LA02176,"GREEN, EUGENE J JR",DEM,2010,LA,H,2,C,P,C00487231
H0LA02192,"JOHNSON , GARY",DEM,2010,LA,H,2,C,N,C00486225
H0LA03018,"TAUZIN, WILBERT J II",REP,2004,LA,H,3,C,P,C00119040
H0LA03141,"LANDRY, JEFFREY M",REP,2012,LA,H,3,C,P,C00472712
H0LA03166,"LEOPOLD, CHRIS",REP,2010,LA,H,3,O,P,C00474981
H0LA03174,"DOWNER, HUNTINGTON B JR",REP,2010,LA,H,3,O,P,C00484212
H0LA04073,"GAVI, STEVEN JUDE",DEM,2010,LA,H,4,C,N,C00477539
H0LA04081,"MELVILLE, DAVID ROLAND JR",DEM,2010,LA,H,4,C,P,C00485805
H0LA05062,"GIBBS, ""TOM"" JR.",OTH,2013,LA,H,5,O,N,
H0LA08017,"HOLLOWAY, CLYDE C",REP,2014,LA,H,5,C,C,C00548743
H0MA01040,"DONNELLY, JEFFERY PAUL",REP,2010,MA,H,1,C,N,C00469783
H0MA02071,"FLEITMAN, JAY SCOTT",REP,2010,MA,H,2,C,P,C00461970
H0MA02105,"KEEGAN, MARGARET M",IND,2010,MA,H,2,C,N,C00485060
H0MA03038,"BARRON, PATRICK",UNK,2010,MA,H,3,C,N,C00472688
H0MA03046,"LAMB, MARTIN A",REP,2010,MA,H,3,C,P,C00478545
H0MA03087,"STOPA, MICHAEL P",REP,2013,MA,H,5,O,C,C00486159
H0MA04036,"FRANK, BARNEY",DEM,2012,MA,H,4,C,P,C00128868
H0MA04119,"BROWN, RACHEL",DEM,2012,MA,H,4,O,P,C00471664
H0MA04127,"BIELAT, SEAN",REP,2012,MA,H,4,O,P,C00510065
H0MA05058,"MEAS, SAMBO",REP,2010,MA,H,5,C,P,C00463182
H0MA05066,"GOLNIK, JONATHAN A",REP,2012,MA,H,3,C,P,C00468975
H0MA05108,"WEAVER, THOMAS J.M.",REP,2012,MA,H,3,C,P,C00485813
H0MA07047,"TIERNEY, THOMAS P.",REP,2013,MA,H,5,O,N,
H0MA08029,"JANKE, WILLIAM SCOTT",REP,2010,MA,H,8,C,N,C00487454
H0MA10066,"PERRY, JEFFREY DAVIS",REP,2010,MA,H,10,O,P,C00475814
H0MA10074,"MALONE, JOSEPH DANIEL",REP,2010,MA,H,10,O,P,C00478495
H0MA10082,"KEATING, WILLIAM RICHARD",DEM,2014,MA,H,9,I,C,C00479063
H0MA10090,"O'LEARY, ROBERT A",DEM,2010,MA,H,10,O,P,C00480392
H0MA10132,"LEWIS, MARYANNE",IND,2010,MA,H,10,C,P,C00488536
H0MD01166,"ROMBLAD, GRADY",REP,2010,MD,H,1,C,N,C00464776
H0MD01174,"FISHER, ROBERT A JR",REP,2010,MD,H,1,C,P,C00480012
H0MD02149,"CARDARELLI, MARCELO GABRIEL",REP,2010,MD,H,2,C,P,C00480194
H0MD03121,"LAWLESS, BENJAMIN LEVI",REP,2010,MD,H,3,C,N,C00474676
H0MD03139,"LAREAU, ALAIN EMILE JR",UNK,2010,MD,H,3,C,N,C00480202
H0MD04129,"TAYLOR, HERMAN LEE JR",DEM,2010,MD,H,4,C,P,C00482935
H0MD05126,"GALL, ANDREW CHARLES",DEM,2010,MD,H,5,C,N,C00475558
H0MD06181,"TAYLOR, STEVEN MICHAEL",REP,2010,MD,H,6,C,N,C00481788
H0MD07072,"MIRABILE, FRANK CHARLES JR",REP,2012,MD,H,7,C,P,C00485573
H0MD07098,"DICKSON, FRED DONALD JR.,",DEM,2014,MD,H,7,C,N,
H0MD08120,"THRON, CHRISTINE CONNELL",REP,2010,MD,H,8,C,P,C00481234
H0MD08138,"GRANNIS, MARK ANDREW",LIB,2012,MD,H,8,C,P,C00527689
H0MD08153,"PHILIPS, MICHAEL LEE",REP,2010,MD,H,8,C,P,C00486274
H0ME02059,"LEVESQUE, JASON JOHN",REP,2010,ME,H,2,C,P,C00463414
H0MI01088,"BENISHEK, DANIEL J. M.D.",REP,2014,MI,H,1,I,C,C00476325
H0MI01112,"LAMBERT, PATRICK",IND,2010,MI,H,1,O,N,C00481879
H0MI01120,"SHELTROWN, JOEL ",DEM,2010,MI,H,1,O,N,C00481952
H0MI01138,"GILLARD, MATTHEW OLSON",DEM,2010,MI,H,1,O,N,C00482471
H0MI01146,"STILLINGS, THOMAS F",REP,2010,MI,H,1,O,N,C00483065
H0MI01153,"MCDOWELL, GARY J. HON.",DEM,2012,MI,H,1,C,P,C00483784
H0MI01161,"WILSON, GLENN A",IND,2010,MI,H,1,O,P,C00484691
H0MI01187,"BOAL, ELLIS",GRE,2014,MI,H,1,C,N,
H0MI02086,"GRAESER, RONALD E.",OTH,2014,MI,H,2,C,N,
H0MI02094,"HUIZENGA, WILLIAM P THE HON.",REP,2014,MI,H,2,I,C,C00459297
H0MI02144,"REICHARDT, JOHN FIELD",REP,2010,MI,H,2,O,P,C00477752
H0MI02177,"LARSON, CHRIS",REP,2010,MI,H,2,O,N,C00480376
H0MI03118,"VAN KLEECK, MICHAEL",REP,2010,MI,H,3,O,N,C00473215
H0MI03126,"AMASH, JUSTIN",REP,2014,MI,H,3,I,C,C00476291
H0MI03167,"JOHNSON, LOUISE E",REP,2010,MI,H,3,O,N,C00479543
H0MI05063,"WILSON, RICK",REP,2010,MI,H,5,C,P,C00462366
H0MI06103,"HOOGENDYK, JACK",REP,2012,MI,H,6,C,P,C00479329
H0MI07051,"AUGHNEY, SCOTT",TX,2010,MI,H,7,C,N,C00459685
H0MI07077,"ROONEY, BRIAN JOHN",REP,2010,MI,H,7,C,P,C00469973
H0MI07093,"DAVIS, DANNY EDWARD",REP,2012,MI,H,7,C,N,C00479691
H0MI07101,"MERLE, GREGORY",REP,2010,MI,H,7,C,N,C00480756
H0MI08042,"ROGERS, MICHAEL J",REP,2014,MI,H,8,I,C,C00343863
H0MI08091,"ENDERLE, LANCE L",DEM,2012,MI,H,8,C,P,C00501734
H0MI08109,"DASHAIRYA, BHAGWAN",LIB,2014,MI,H,12,O,N,
H0MI09115,"RACZKOWSKI, ANDREW ROCKY",REP,2012,MI,H,11,O,P,C00463570
H0MI09156,"GRAY, ROBERT",IND,2010,MI,H,9,C,N,C00485169
H0MI10071,"CAMP, DAVID LEE",REP,2014,MI,H,4,I,C,C00347476
H0MI10212,"YANEZ, HENRY",DEM,2012,MI,H,10,C,P,C00489955
H0MI12119,"SWITALSKI, MICHAEL NORBERT",DEM,2010,MI,H,12,C,P,C00460790
H0MI12127,"VOLARIC, DONALD CECIL",REP,2014,MI,H,10,C,N,C00518977
H0MI12135,"WILLIAMS, JULIA",GRE,2012,MI,H,9,C,N,C00487264
H0MI13380,"LEMMONS, LAMAR",DEM,2010,MI,H,13,C,N,C00477695
H0MI13398,"CLARKE, HANSEN",DEM,2014,MI,H,14,O,C,C00477828
H0MI13414,"HAULER, JOHN RAYMOND",REP,2012,MI,H,14,C,N,C00484493
H0MI13422,"BROWN, VINCENT T",DEM,2010,MI,H,13,C,N,C00485391
H0MI13448,"PETERSON, HEIDI SOOSHA",LIB,2010,MI,H,13,C,N,C00485672
H0MI56017,"GIDNER, BRUCE ALLEN",REP,2016,MI,H,7,,N,
H0MN01037,"QUIST, ALLEN",REP,2012,MN,H,1,C,P,C00470914
H0MN01045,"HAGEDORN, JAMES",REP,2014,MN,H,1,C,C,C00550707
H0MN01086,"MCKINZIE, MARION FRANK I",REP,2010,MN,H,1,C,N,C00479469
H0MN04049,"MCCOLLUM, BETTY",DEM,2014,MN,H,4,I,C,C00354688
H0MN04163,"CARLSON, STEVE",IDP,2012,MN,H,4,C,N,C00486894
H0MN05103,"TORGERSON, LYNNE",REP,2012,MN,H,5,C,P,C00495093
H0MN05137,"CAVLAN, MICHAEL J",OTH,2010,MN,H,5,C,N,C00491076
H0MN06119,"REED, MAUREEN KENNEDY",DFL,2010,MN,H,6,C,P,C00461798
H0MN06127,"CLARK, TARRYL LYNN",DEM,2012,MN,H,8,C,P,C00496513
H0MN07059,"BYBERG, VIDAR",REP,2014,MN,H,7,C,C,C00474452
H0MN08115,"CRAVAACK, RAYMOND J MR.",REP,2012,MN,H,8,C,P,C00475632
H0MO00019,"CARNAHAN, JOHN RUSSELL",DEM,2012,MO,H,1,C,P,C00493684
H0MO01066,"CLAY, WILLIAM LACY JR",DEM,2014,MO,H,1,I,C,C00346080
H0MO01124,"BRITTON, CANDICE LEE",DEM,2012,MO,H,1,C,N,C00502161
H0MO01132,"HAMLIN, ROBYN L",REP,2012,MO,H,1,C,P,C00523753
H0MO01140,"BAKER, MARTIN D",REP,2014,MO,H,1,C,N,
H0MO01165,"WORKS, GEORGE MARSHALL",REP,2014,MO,H,7,C,N,C00566265
H0MO02148,"AKIN, W TODD",REP,2012,MO,H,2,C,P,C00343475
H0MO02213,"LIEBER, ARTHUR H",DEM,2014,MO,H,2,C,C,C00567115
H0MO03153,"WALLACE, RUSSELL EDWARD",REP,2010,MO,H,3,C,N,C00482919
H0MO03179,"HEDRICK, STEVEN R",LIB,2014,MO,H,3,C,N,
H0MO04086,"HARTZLER, VICKY",REP,2014,MO,H,4,I,C,C00464602
H0MO04094,"STOUFFER, BILL",REP,2010,MO,H,4,C,P,C00465393
H0MO04128,"RILEY, BRIAN",REP,2010,MO,H,4,C,P,C00467779
H0MO04151,"STEINMAN, LEONARD",REP,2014,MO,H,3,C,N,
H0MO05083,"LINDSEY, CHARLES",DEM,2014,MO,H,5,C,N,C00356600
H0MO06073,"GRAVES, SAMUEL B ""SAM""",REP,2014,MO,H,6,I,C,C00359034
H0MO06164,"RYAN, CHRISTOPHER",REP,2014,MO,H,6,C,N,
H0MO06172,"YARBER, KYLE",DEM,2012,MO,H,6,C,P,C00502674
H0MO07113,"LONG, BILLY",REP,2014,MO,H,7,I,C,C00460063
H0MO07139,"MOORE, DARRELL LEE",REP,2010,MO,H,7,O,P,C00464578
H0MO07147,"MOON, C MICHAEL",REP,2014,MO,H,7,C,N,C00468355
H0MO07162,"MOORE, DEAN RICHARD JR",IND,2010,MO,H,7,O,N,C00469510
H0MO07170,"WARDELL, MICHAEL",REP,2010,MO,H,7,O,N,C00471045
H0MO07196,"HUNTER, STEPHEN D",REP,2010,MO,H,6,C,N,C00481044
H0MO08244,"PARKER, BOB",REP,2012,MO,H,8,C,P,C00465906
H0MO08277,"VANDEVEN, RICK",LIB,2014,MO,H,8,C,N,
H0MO09135,"DWYER, CHRISTOPHER WILLAIM",LIB,2010,MO,H,9,C,N,C00482018
H0MO09168,"REED, CLIFFORD JEFFREY",DEM,2010,MO,H,9,C,N,C00489526
H0MP03018,"CAMACHO, JOSEPH JAMES NORITA",OTH,2010,MP,H,0,C,P,C00482430
H0MS01043,"NUNNELEE, PATRICK ALAN",REP,2014,MS,H,1,I,C,C00464487
H0MS01050,"ROSS, HERMAN HENRY II",REP,2012,MS,H,1,C,P,C00475988
H0MS01076,"MCGLOWAN, ANGELA",REP,2010,MS,H,1,C,P,C00476440
H0MS02058,"BAILEY, GEORGE B JR",REP,2010,MS,H,2,C,N,C00476960
H0MS02066,"MARCY, WILLIAM LOUIS",REP,2012,MS,H,2,C,P,C00488684
H0MS04120,"PALAZZO, STEVEN MCCARTY",REP,2014,MS,H,4,I,C,C00477323
H0MT00082,"FRENCH, MARK TODD",REP,2010,MT,H,0,C,P,C00479907
H0NC01051,"LARKINS, CHAD EDWARD",DEM,2010,NC,H,1,C,N,C00471342
H0NC02042,"DEATRICH, FRANK",REP,2010,NC,H,2,C,N,C00471029
H0NC02059,"ELLMERS, RENEE JACISIN",REP,2014,NC,H,2,I,C,C00471896
H0NC02067,"GAILAS, TODD ANTHONY",REP,2010,NC,H,2,C,N,C00480707
H0NC04139,"HUTCHINS, GEORGE FRANK",REP,2012,NC,H,4,C,N,C00508267
H0NC04147,"ROCHE, FRANK X",REP,2014,NC,H,2,C,C,C00554030
H0NC06126,"TAYLOR, JAMES EDWARD II",REP,2010,NC,H,6,C,P,C00474353
H0NC06142,"YOW, WILLIAM A (BILLY)",REP,2012,NC,H,6,C,P,C00476911
H0NC06175,"PHILLIPS, JEFFREY MARLIN",REP,2014,NC,H,6,O,C,C00556571
H0NC07090,"WILKES, TIMOTHY ALAN",REP,2012,NC,H,7,C,N,C00500165
H0NC07108,"PANTANO, ILARIO",REP,2012,NC,H,7,C,P,C00475004
H0NC08155,"HUDDLESTON, LOUIS DOUGLASS",REP,2010,NC,H,8,C,P,C00466342
H0NC08163,"D'ANNUNZIO, TIMOTHY BRUCE",REP,2012,NC,H,4,C,P,C00515213
H0NC08189,"PALISIN, ROBERT ERVIN",REP,2010,NC,H,8,C,N,C00471987
H0NC08197,"JOHNSON, HAROLD NELSON",REP,2010,NC,H,8,C,P,C00472001
H0NC08205,"SHAKIR, NANCY F CLARK",DEM,2010,NC,H,8,C,N,C00477331
H0NC10151,"KEADLE, SCOTT",REP,2012,NC,H,8,C,P,C00499954
H0NC10169,"PATTERSON, VANCE",REP,2012,NC,H,11,O,P,C00472266
H0NC10177,"GREGORY, JEFFREY DALE",DEM,2010,NC,H,10,C,N,C00478933
H0NC10185,"BOLDON, DAVID MICHAEL",REP,2010,NC,H,10,C,N,C00480285
H0NC11084,"EICHENBAUM, DAN DR",REP,2012,NC,H,11,O,P,C00470179
H0NC11092,"WEST, KENNETH D",REP,2012,NC,H,11,O,P,C00514463
H0NC11126,"HOWARD, JAMES J",REP,2010,NC,H,11,C,N,C00476267
H0NC12082,"GILLENWATER, WILLIAM DEAN 'DOC'",REP,2010,NC,H,12,C,N,C00470211
H0NC13015,"RANDALL, WILLIAM ALFRED MR. II",REP,2012,NC,H,13,O,P,C00465096
H0NC13023,"REEVES, RALPH BERNARD III",REP,2010,NC,H,13,C,P,C00474791
H0NC13064,"SMITH-KEARNEY, VANESSA MCGEE",DEM,2012,NC,H,13,O,N,C00490490
H0ND01026,"CRAMER, KEVIN MR.",REP,2014,ND,H,0,I,C,C00504704
H0NE01070,"TUREK, JESSICA LYNN",REP,2014,NE,H,1,C,N,
H0NE02151,"ODOM, JERRY ALAN",REP,2010,NE,H,2,C,N,C00474882
H0NE03183,"LARSON, ROBERT CHARLES",DEM,2010,NE,H,3,C,N,C00466367
H0NE03191,"PARKER, DENNIS L",REP,2014,NE,H,1,C,N,C00474254
H0NH01217,"GUINTA, FRANK",REP,2014,NH,H,1,C,C,C00461350
H0NH01225,"ASHOOH, RICHARD E",REP,2010,NH,H,1,C,P,C00473538
H0NH01241,"PARENT, RICK",REP,2012,NH,H,1,C,N,C00525121
H0NH02017,"BASS, CHARLES F.",REP,2012,NH,H,2,C,P,C00302570
H0NH02181,"KUSTER, ANN MCLANE",DEM,2014,NH,H,2,I,C,C00462861
H0NH02215,"SWETT, KATRINA",DEM,2012,NH,H,2,C,P,C00431502
H0NH02231,"VANBLOMMESTEYN, TIMOTHY",IND,2010,NH,H,2,O,P,C00484022
H0NJ01066,"ANDREWS, ROBERT E. MR.",DEM,2014,NJ,H,1,I,C,C00243428
H0NJ01157,"KERN, WILLIAM",LIB,2010,NJ,H,1,C,N,C00466300
H0NJ01165,"LUCAS, LEE",REP,2014,NJ,H,1,O,N,
H0NJ02098,"ROZZO, COSTANTINO",OTH,2014,NJ,H,2,C,N,C00358846
H0NJ02114,"BIAMONTE, LINDA",REP,2010,NJ,H,2,C,P,C00475467
H0NJ03146,"RULLO, JOSEPH R",REP,2010,NJ,H,3,C,N,C00473306
H0NJ03153,"RUNYAN, JON",REP,2014,NJ,H,3,I,C,C00477661
H0NJ03179,"DESTEFANO, PETER M",OTH,2010,NJ,H,3,C,N,C00488254
H0NJ04086,"KLEINHENDLER, HOWARD",DEM,2014,NJ,H,3,O,C,C00554311
H0NJ04094,"SIANO, JOSEPH A",LIB,2010,NJ,H,4,C,N,C00480350
H0NJ05158,"QUICK, MARK D.",OTH,2014,NJ,H,5,C,N,
H0NJ06149,"WRIGHT, SHANNON",REP,2010,NJ,H,6,C,N,C00475756
H0NJ06164,"LITTLE, ANNA C",REP,2014,NJ,H,6,C,N,C00512616
H0NJ06198,"FREUDENHEIM, JACK",OTH,2014,NJ,H,12,O,N,
H0NJ07089,"KEAN, THOMAS H JR",REP,2000,NJ,H,7,C,P,C00457929
H0NJ07196,"LARSEN, DAVID KENNY",REP,2014,NJ,H,7,C,C,C00552687
H0NJ10026,"PAYNE, DONAL M.",DEM,2012,NJ,H,10,C,P,C00225045
H0NJ10174,"TOUSSAINT, ROBERT LOUIS",DEM,2014,NJ,H,10,C,C,C00562876
H0NJ11123,"GAWRON, JIM",LIB,2014,NJ,H,7,C,N,C00487348
H0NJ12170,"CODY, KENNETH J.",OTH,2014,NJ,H,12,O,N,
H0NJ31014,"DYER, OMAR LAMONT",DEM,2012,NJ,H,8,C,P,C00475137
H0NJ33010,"BOSS, JEFF",DEM,2010,NJ,H,13,C,N,C00462895
H0NM03045,"MULLINS, THOMAS E",REP,2010,NM,H,3,C,P,C00469445
H0NV01110,"LAKE, CRAIG O JR",REP,2010,NV,H,1,C,P,C00466581
H0NV01128,"TATNER, JOSEPH LANCE",REP,2010,NV,H,1,C,N,C00472886
H0NV01144,"CUNNINGHAM, DAVID ROSS",REP,2010,NV,H,1,C,N,C00476481
H0NV01151,"FIORE , MICHELE ANN",REP,2010,NV,H,1,C,P,C00479261
H0NV01169,"FLUME, CHARLES WILLIAM SR.",REP,2010,NV,H,1,C,P,C00480434
H0NV02142,"SCHOFIELD, JACK",DEM,2010,NV,H,2,C,N,C00469700
H0NV02167,"BEST, RUSSELL",IAP,2014,NV,H,4,C,N,C00536276
H0NV03033,"LAUER, ROBERT LELIE",REP,2010,NV,H,3,C,P,C00468173
H0NV03041,"LEUTWYLER, BRAD LORD",REP,2010,NV,H,3,C,N,C00467928
H0NV03058,"HECK, JOE",REP,2014,NV,H,3,I,C,C00468421
H0NY00055,"LYKES, THELMA",IND,2010,NY,H,0,C,N,C00465666
H0NY01129,"ALTSCHULER, RANDOLPH MR.",REP,2012,NY,H,1,C,P,C00465245
H0NY01137,"DEMOS, GEORGE",REP,2014,NY,H,1,C,C,C00549816
H0NY01152,"CANTWELL, CHRISTOPHER CHARLES",REP,2010,NY,H,1,C,N,C00478875
H0NY02085,"ISRAEL, STEVE J.",DEM,2014,NY,H,3,I,C,C00358952
H0NY02168,"TOLDA, ANTHONY E",REP,2012,NY,H,3,C,N,C00472548
H0NY02176,"LABATE, STEPHEN A",REP,2014,NY,H,3,C,C,C00473777
H0NY03042,"KUDLER, HOWARD ",DEM,2010,NY,H,3,C,P,C00487256
H0NY04057,"SCATURRO, FRANK MR.",REP,2014,NY,H,4,O,C,C00465054
H0NY04065,"ZINNO, PETER A",REP,2010,NY,H,4,C,P,C00473041
H0NY04081,"SHEA, SEAN ARTHUR",REP,2010,NY,H,4,C,N,C00485078
H0NY04099,"BECKER, FRANCIS X. JR.",REP,2014,NY,H,4,O,C,C00484774
H0NY04107,"MALONEY, DANIEL P",REP,2010,NY,H,4,C,N,C00487843
H0NY07068,"REYNOLDS, KENNETH ",UNK,2010,NY,H,7,C,N,C00491464
H0NY12159,"MARTINEZ, GEORGE",DEM,2012,NY,H,7,C,P,C00516633
H0NY13074,"GRIMM, MICHAEL",REP,2014,NY,H,11,I,C,C00470807
H0NY14205,"BRUMBERG, DAVID RYAN",REP,2010,NY,H,14,C,P,C00479519
H0NY14213,"BLANK, ROGER",REP,2010,NY,H,14,C,N,C00483271
H0NY15111,"FAULKNER , MICHEL",REP,2010,NY,H,15,C,P,C00470997
H0NY15129,"JOHNSON, JOYCE STANLEY",DEM,2012,NY,H,13,C,N,C00507426
H0NY16101,"JOHNSON, DAVID M",DEM,2010,NY,H,16,C,N,C00473991
H0NY18065,"SERRANO, JOSE E.",DEM,2014,NY,H,15,I,C,C00240986
H0NY19139,"HAYWORTH, NAN",REP,2014,NY,H,18,C,C,C00466490
H0NY19162,"CAVERE, KRISTIA NATALIA",REP,2010,NY,H,19,C,N,C00479311
H0NY20079,"MURPHY, SCOTT M",DEM,2010,NY,H,20,,P,C00458893
H0NY20095,"GIBSON, CHRISTOPHER P",REP,2014,NY,H,19,I,C,C00477984
H0NY23057,"DOHENY, MATTHEW A",REP,2014,NY,H,21,O,C,C00560797
H0NY23065,"SCOZZAFAVA, DIERDRE K",REP,2010,NY,H,23,C,N,C00463976
H0NY23073,"MCGRATH, BRIAN",DEM,2010,NY,H,23,O,N,C00466045
H0NY23081,"OWENS, WILLIAM",DEM,2014,NY,H,21,I,C,C00464495
H0NY23107,"HOFFMAN, DOUGLAS L. MR.",REP,2010,NY,H,23,C,P,C00464826
H0NY23115,"BRODY, STUART",DEM,2009,NY,H,23,C,N,C00464917
H0NY25052,"BERTAN, PAUL BEERS",REP,2010,NY,H,25,C,N,C00457309
H0NY25078,"BUERKLE, ANN MARIE",REP,2012,NY,H,24,C,P,C00473751
H0NY25086,"ROMAIN, MARC ALAN",IND,2010,NY,H,25,C,N,C00485128
H0NY28106,"GIULIANO, MICHAEL NEIL",REP,2010,NY,H,28,C,N,C00481853
H0NY28114,"EGRIU, EMIN EDDIE",DEM,2014,NY,H,26,C,N,C00557223
H0NY29054,"REED, THOMAS W II",REP,2014,NY,H,23,I,C,C00464032
H0OH02071,"PARKER, JIM",DEM,2010,OH,H,2,C,N,C00476499
H0OH03087,"FOGLE, GUY NELSON",DEM,2010,OH,H,3,C,N,C00484808
H0OH05041,"FINKENBINER, CALEB",DEM,2010,OH,H,5,C,N,C00479808
H0OH06171,"MCCUSKER, CORY",LIB,2010,OH,H,6,C,N,C00476002
H0OH06189,"JOHNSON, BILL",REP,2014,OH,H,6,I,P,C00476820
H0OH07021,"HOBSON, DAVID LEE",REP,2008,OH,H,7,,P,C00239905
H0OH07088,"KREEMER, CHAD A",IND,2010,OH,H,7,C,N,C00467548
H0OH07096,"BARTON, JAMES JOHN",DEM,2010,OH,H,7,C,N,C00477364
H0OH07104,"ANDERSON, JOHN DAVID",REP,2014,OH,H,10,C,C,C00558635
H0OH07120,"FREEMAN, OLIVIA",DEM,2012,OH,H,10,C,N,C00480103
H0OH08029,"BOEHNER, JOHN A.",REP,2014,OH,H,8,I,C,C00237198
H0OH08128,"CONDIT, JAMES J., JR",CON,2014,OH,H,8,C,N,
H0OH08136,"HARLOW, DAVID A.",LIB,2014,OH,H,10,C,N,
H0OH12062,"TIBERI, PATRICK J.",REP,2014,OH,H,12,I,C,C00347492
H0OH12088,"ZUKOWSKI, ANDREW GEORGE",REP,2010,OH,H,12,C,N,C00472332
H0OH12120,"BROOKS, PAULA L",DEM,2010,OH,H,12,C,P,C00465344
H0OH12138,"SUWINSKI, ROBERT M",IND,2010,OH,H,12,C,N,C00475525
H0OH13102,"MEADE, JASON ASHLEY",REP,2010,OH,H,13,C,N,C00466409
H0OH15081,"HUBBARD, SCOTT ALAN",IND,2010,OH,H,15,C,N,C00472761
H0OH15099,"ADAMS, JOHN",REP,2014,OH,H,3,C,N,C00565721
H0OH15123,"KAMMERER, WILLIAM J.",LIB,2010,OH,H,15,C,N,C00483453
H0OH16097,"RENACCI, JAMES B",REP,2014,OH,H,16,I,C,C00466359
H0OH17186,"MASTROMATTEO, ELAINE R",GRE,2012,OH,H,14,C,N,C00512376
H0OH18069,"CARLISLE, PATRICK T",REP,2010,OH,H,18,C,N,C00465765
H0OH18077,"GIBBS, ROBERT",REP,2014,OH,H,7,I,C,C00466516
H0OH18085,"LIGGETT, HOMBRE MICHAEL",REP,2012,OH,H,7,O,P,C00512111
H0OK01105,"RICE, KENNETH",REP,2010,OK,H,1,C,N,C00484436
H0OK01121,"HAWORTH, PATRICK K.",REP,2010,OK,H,1,C,N,C00485342
H0OK05114,"LANKFORD, JAMES PAUL MR.",REP,2014,OK,H,5,I,C,C00466482
H0OK05122,"CLOUD, JEFF",REP,2010,OK,H,5,O,P,C00468843
H0OK05130,"JETT, SHANE DAVID",REP,2014,OK,H,5,O,C,C00560672
H0OK05155,"GUILD, THOMAS ",DEM,2014,OK,H,5,O,C,C00546242
H0OR01111,"KUZMANICH, JOHN CHRISTOPHER",REP,2010,OR,H,1,C,P,C00465898
H0OR01129,"ROBINSON, DAVID",DEM,2010,OR,H,1,C,P,C00466789
H0OR02093,"SEGERS, JOYCE B",DEM,2012,OR,H,2,C,P,C00504480
H0OR04081,"ROBINSON, ART",REP,2014,OR,H,4,C,C,C00481341
H0OR05062,"LUGO , CHRIS",OTH,2014,OR,H,5,C,N,
H0PA01275,"AGBEMBLE, BISMARK",DEM,2010,PA,H,1,C,N,C00467902
H0PA03198,"LASHER, DAVID BRIAN",REP,2010,PA,H,3,C,N,C00461442
H0PA03222,"ONORATO, JOHN A",REP,2010,PA,H,3,C,N,C00467019
H0PA03248,"FISHER, STEVEN MARK",REP,2010,PA,H,3,C,N,C00471870
H0PA03271,"KELLY, GEORGE J JR",REP,2014,PA,H,3,I,C,C00474189
H0PA03289,"REESE, DONNA R",REP,2010,PA,H,3,C,N,C00475723
H0PA03305,"MARIN, MEL M",DEM,2014,PA,H,3,C,N,C00481168
H0PA04220,"ROTHFUS, KEITH MR.",REP,2014,PA,H,12,I,C,C00467530
H0PA04238,"VINSICK, JOHN STEVEN",IND,2010,PA,H,4,C,N,C00471995
H0PA05060,"PIPE, MICHAEL",DEM,2010,PA,H,5,C,P,C00476341
H0PA06076,"COSTELLO, RYAN A",REP,2014,PA,H,6,O,C,C00554899
H0PA06084,"TRIVEDI, MANAN",DEM,2014,PA,H,6,O,C,C00557082
H0PA06118,"GORDON, BRIAN A",DEM,2010,PA,H,6,C,P,C00472779
H0PA06134,"SELLERS, PATRICK HENRY",REP,2010,PA,H,6,C,P,C00481663
H0PA07074,"WELCH, STEVEN D",REP,2010,PA,H,7,O,P,C00463653
H0PA07082,"MEEHAN, PATRICK L. MR.",REP,2014,PA,H,7,I,C,C00466870
H0PA07116,"SCHNELLER, JAMES D",UNK,2010,PA,H,7,O,P,C00477182
H0PA08130,"SCHOTT, JEFFREY",REP,2010,PA,H,8,C,N,C00472654
